hourstamp,organization_id,environment_id,project_id,platform_id,country,events,acm_events,users,acm_users,new_users,acm_new_users,payers,acm_payers,revenue,acm_revenue,purchases,acm_purchases
1446519600,41,3,34,25,AU,137,385,23,45,0,0,0,0,0,0,0,0
1446519600,97,1,8,1,KH,1147,2536,17,41,0,2,0,0,0,0,0,0
1446519600,110,1,6,1,CA,35,138,1,3,0,0,0,0,0,0,0,0
1446519600,34,3,17,2,IQ,198,1197,5,17,0,0,0,0,0,0,0,0
1446519600,41,3,21,8,GH,407,3060,21,122,0,1,0,1,0,199,0,1
1446519600,80,1,15,1,GF,12,270,1,32,0,1,0,0,0,0,0,0
1446519600,99,1,9,1,CR,0,37,0,4,0,0,0,0,0,0,0,0
1446519600,80,1,40,1,JM,0,29,0,2,0,0,0,0,0,0,0,0
1446519600,41,3,44,25,GI,0,9,0,1,0,0,0,0,0,0,0,0
1446519600,108,1,2,1,BD,1,4,1,1,0,0,0,0,0,0,0,0
1446519600,9,5,23,25,CA,0,1,0,1,0,0,0,0,0,0,0,0
1446519600,82,1,11,1,UG,0,50,0,1,0,1,0,0,0,0,0,0
1446519600,82,1,11,1,HR,63,388,2,11,2,11,0,0,0,0,0,0
1446519600,41,3,32,25,LT,85,399,9,18,0,1,0,0,0,0,0,0
1446519600,41,3,46,8,SV,116,362,13,33,0,1,0,0,0,0,0,0
1446519600,34,3,17,2,MN,0,12,0,1,0,0,0,0,0,0,0,0
1446519600,28,3,18,2,IR,6,6,1,1,0,0,0,0,0,0,0,0
1446519600,41,3,21,25,CO,165921,852521,8290,26586,355,1833,0,3,0,796,0,4
1446519600,92,1,4,1,EG,2,170,1,4,0,0,0,0,0,0,0,0
1446519600,80,1,26,1,**,20,20,1,1,1,1,0,0,0,0,0,0
1446519600,80,1,19,1,FJ,16,83,5,18,0,1,0,0,0,0,0,0
1446519600,97,1,14,1,PL,196,891,9,37,1,2,0,0,0,0,0,0
1446519600,80,1,61,1,GL,4,77,2,25,0,1,0,1,0,199,0,1
1446519600,19,3,24,2,GB,0,50,0,1,0,0,0,0,0,0,0,0
1446519600,41,3,41,25,ID,1086,3351,38,104,10,24,0,0,0,0,0,0
1446519600,35,11,30,2,IN,52,57,4,6,0,0,0,0,0,0,0,0
1446519600,41,3,39,8,FR,30,353,3,35,0,3,0,1,0,657,0,3
1446519600,43,3,54,25,LT,0,3,0,2,0,0,0,0,0,0,0,0
1446519600,97,1,8,1,JP,12,510,3,18,0,1,0,0,0,0,0,0
1446519600,41,3,21,13,IQ,0,21,0,2,0,0,0,0,0,0,0,0
1446519600,80,1,37,1,SG,6,24,1,2,0,1,0,0,0,0,0,0
1446519600,41,3,32,8,PR,363,2543,26,144,0,4,0,0,0,0,0,0
1446519600,41,3,38,25,MX,1910,6946,90,255,7,21,0,0,0,0,0,0
1446519600,41,3,29,8,AU,2423,9619,78,240,2,8,0,0,0,0,0,0
1446519600,80,1,19,1,NE,0,9,0,3,0,0,0,0,0,0,0,0
1446519600,97,1,8,1,FJ,14,30,1,2,0,0,0,0,0,0,0,0
1446519600,99,1,8,1,SA,56,56,3,3,0,0,0,0,0,0,0,0
1446519600,108,1,1,1,FO,2,2,1,1,0,0,0,0,0,0,0,0
1446519600,41,3,21,13,KY,11,80,1,2,0,0,0,0,0,0,0,0
1446519600,28,3,17,25,**,0,18,0,1,0,1,0,0,0,0,0,0
1446519600,43,3,54,25,BR,89,321,28,138,3,24,0,0,0,0,0,0
1446519600,99,1,9,1,TR,6,6,1,1,1,1,0,0,0,0,0,0
1446519600,80,1,40,1,CO,58,339,7,25,2,5,0,0,0,0,0,0
1446519600,99,1,9,1,FR,165,1216,6,30,1,4,0,0,0,0,0,0
1446519600,80,1,33,1,ID,0,13,0,2,0,2,0,0,0,0,0,0
1446519600,88,1,1,1,KR,0,1,0,1,0,0,0,0,0,0,0,0
1446519600,34,3,17,2,EC,182,673,4,11,0,2,0,0,0,0,0,0
1446519600,80,1,15,1,NO,386,2848,52,302,0,1,0,1,0,2496,0,4
1446519600,34,3,17,2,PL,0,65,0,2,0,0,0,0,0,0,0,0
1446519600,109,1,3,1,CA,51056,226793,286,915,20,112,3,5,1795,4789,3,6
